,nr,year,school,exper,union,ethn,maried,health,wage,placa,industry,occupation,residence
3417,8796,1980,13,2,yes,other,no,no,1.007498401,2.738741206,Transportation,Laborers_and_farmers,nothern_central
3418,8796,1981,13,3,yes,other,no,no,2.065973325,7.892976588,Transportation,Laborers_and_farmers,nothern_central
3419,8796,1982,13,4,yes,other,no,no,2.197990088,9.006892231,Transportation,Clerical_and_kindred,nothern_central
3420,8796,1983,13,5,yes,other,no,no,2.297929282,9.9535501,Transportation,Laborers_and_farmers,nothern_central
3421,8796,1984,13,6,yes,other,no,no,2.171184093,8.768660806,Business_and_Repair_Service,Laborers_and_farmers,nothern_central
3422,8796,1985,13,7,yes,other,no,no,2.240731993,9.400209654,Transportation,Laborers_and_farmers,nothern_central
3423,8796,1986,13,8,yes,other,no,no,2.22755027,9.2771118,Transportation,Laborers_and_farmers,nothern_central
3424,8796,1987,13,9,yes,other,no,no,2.220964144,9.216212341,Transportation,Laborers_and_farmers,nothern_central
3425,8838,1980,12,3,no,other,no,no,1.531362173,4.624471864,Trade,Service_Workers,nothern_central
3426,8838,1981,12,4,no,other,no,no,1.677315335,5.351170568,Trade,Service_Workers,nothern_central
3427,8838,1982,12,5,no,other,no,no,1.240877361,3.458646617,Trade,Service_Workers,nothern_central
3428,8838,1983,12,6,no,other,no,no,1.482765615,4.405111692,Personal_Service,Service_Workers,rural_area
3429,8838,1984,12,7,no,other,no,no,1.210621525,3.355569574,Trade,Service_Workers,NA
3430,8838,1985,12,8,no,other,no,no,1.633858687,5.123607019,Trade,Service_Workers,rural_area
3431,8838,1986,12,9,no,other,yes,no,1.75694405,5.794701987,Entertainment,Service_Workers,rural_area
3432,8838,1987,12,10,no,other,yes,no,1.861078925,6.430671239,Entertainment,Service_Workers,rural_area
3433,8842,1980,11,2,no,other,no,yes,1.244274101,3.470414715,Transportation,Laborers_and_farmers,nothern_central
3434,8842,1981,11,3,no,other,no,no,0.835286948,2.305475504,Trade,Clerical_and_kindred,nothern_central
3435,8842,1982,11,4,no,other,no,yes,1.179677741,3.253325622,Construction,Operatives_and_kindred,nothern_central
3436,8842,1983,11,5,no,other,yes,no,1.243674845,3.468335672,Transportation,Laborers_and_farmers,nothern_central
3437,8842,1984,11,6,no,other,yes,no,1.675360725,5.340721331,Transportation,Clerical_and_kindred,nothern_central
3438,8842,1985,11,7,no,other,yes,no,1.633753374,5.123067465,Transportation,Operatives_and_kindred,nothern_central
3439,8842,1986,11,8,no,other,yes,no,1.593885792,4.922840945,Transportation,Laborers_and_farmers,nothern_central
3440,8842,1987,11,9,no,other,yes,no,1.537851915,4.654581088,Transportation,Laborers_and_farmers,nothern_central
3441,8846,1980,12,2,yes,other,yes,no,1.297176677,3.658951668,Personal_Service,Service_Workers,nothern_central
3442,8846,1981,12,3,yes,other,yes,no,1.326870941,3.769230769,Professional_and_Related Service,Service_Workers,nothern_central
3443,8846,1982,12,4,yes,other,yes,no,1.281030236,3.600347021,Professional_and_Related Service,Service_Workers,nothern_central
3444,8846,1983,12,5,yes,other,yes,no,1.342592821,3.82895845,Public_Administration,Service_Workers,nothern_central
3445,8846,1984,12,6,yes,other,yes,no,1.334760388,3.79908553,Professional_and_Related Service,Service_Workers,nothern_central
3446,8846,1985,12,7,yes,other,yes,no,1.489141305,4.433287042,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
3447,8846,1986,12,8,yes,other,yes,no,1.760324758,5.814325335,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
3448,8846,1987,12,9,yes,other,yes,no,1.627703159,5.09216538,Professional_and_Related Service,Clerical_and_kindred,nothern_central
3449,8860,1980,13,4,yes,hisp,no,no,1.230645286,3.423437919,Trade,Service_Workers,south
3450,8860,1981,13,5,yes,hisp,no,no,1.326870941,3.769230769,Trade,Sales_Workers,south
3451,8860,1982,13,6,no,hisp,no,no,1.28512474,3.615118878,Trade,Sales_Workers,south
3452,8860,1983,13,7,no,hisp,no,no,1.16946403,3.220266209,Trade,Sales_Workers,south
3453,8860,1984,13,8,no,hisp,yes,no,1.226642879,3.409763314,Manufacturing,Laborers_and_farmers,south
3454,8860,1985,13,9,no,hisp,yes,no,1.273485291,3.573284823,Trade,Sales_Workers,south
3455,8860,1986,13,10,yes,hisp,yes,no,1.262467564,3.534131432,Trade,Laborers_and_farmers,south
3456,8860,1987,13,11,no,hisp,yes,no,1.11914158,3.0622244,Trade,Sales_Workers,south
3457,8862,1980,13,2,no,hisp,no,no,1.266279719,3.547629802,Trade,Sales_Workers,south
3458,8862,1981,13,3,no,hisp,no,no,1.397785869,4.046231156,Trade,Sales_Workers,south
3459,8862,1982,13,4,no,hisp,no,no,1.504920776,4.503796806,Trade,"Managers, Officials_and_Proprietors",south
3460,8862,1983,13,5,no,hisp,no,no,1.517770724,4.562043796,Trade,Sales_Workers,south
3461,8862,1984,13,6,no,hisp,no,no,1.509886738,4.526218119,Trade,"Managers, Officials_and_Proprietors",south
3462,8862,1985,13,7,no,hisp,no,no,1.888037866,6.606393325,Trade,"Managers, Officials_and_Proprietors",south
3463,8862,1986,13,8,no,hisp,no,no,1.763633038,5.833592604,Trade,"Managers, Officials_and_Proprietors",south
3464,8862,1987,13,9,no,hisp,no,no,1.892331468,6.634819533,Trade,"Managers, Officials_and_Proprietors",south
3465,8880,1980,12,4,no,hisp,no,no,2.058924542,7.837536331,Professional_and_Related Service,Clerical_and_kindred,south
3466,8880,1981,12,5,no,hisp,no,no,2.292496925,9.899625468,Mining,"Craftsmen, Foremen_and_kindred",south
3467,8880,1982,12,6,yes,hisp,no,no,2.298985569,9.964069465,Mining,"Craftsmen, Foremen_and_kindred",south
3468,8880,1983,12,7,yes,hisp,no,no,2.402047178,11.04576589,Mining,"Craftsmen, Foremen_and_kindred",south
3469,8880,1984,12,8,yes,hisp,yes,no,2.390964436,10.92402438,Mining,"Craftsmen, Foremen_and_kindred",south
3470,8880,1985,12,9,yes,hisp,yes,no,2.406503814,11.09510272,Mining,"Craftsmen, Foremen_and_kindred",south
3471,8880,1986,12,10,yes,hisp,yes,no,2.519084102,12.41721854,Mining,"Craftsmen, Foremen_and_kindred",south
3472,8880,1987,12,11,yes,hisp,yes,no,2.524854027,12.48907206,Manufacturing,"Craftsmen, Foremen_and_kindred",south
3473,8886,1980,12,5,no,hisp,no,no,1.429428181,4.176310415,Trade,"Craftsmen, Foremen_and_kindred",south
3474,8886,1981,12,6,no,hisp,no,no,1.442383828,4.230769231,Trade,"Craftsmen, Foremen_and_kindred",south
3475,8886,1982,12,7,no,hisp,no,no,1.579273809,4.851431463,Trade,"Craftsmen, Foremen_and_kindred",south
3476,8886,1983,12,8,no,hisp,no,no,1.490573216,4.439639663,Trade,Clerical_and_kindred,south
3477,8886,1984,12,9,no,hisp,no,no,1.788857019,5.982610545,Trade,"Managers, Officials_and_Proprietors",south
3478,8886,1985,12,10,no,hisp,yes,no,1.602265684,4.964267152,Trade,"Managers, Officials_and_Proprietors",south
3479,8886,1986,12,11,no,hisp,yes,no,1.498032399,4.472879563,Trade,"Craftsmen, Foremen_and_kindred",south
3480,8886,1987,12,12,no,hisp,no,no,2.118713015,8.320422333,Trade,"Craftsmen, Foremen_and_kindred",south
3481,8903,1980,11,2,no,hisp,no,no,0.981671713,2.668914173,Trade,Service_Workers,south
3482,8903,1981,11,3,no,hisp,yes,no,-0.220918856,0.801781737,Trade,Service_Workers,south
3483,8903,1982,11,4,no,hisp,no,no,1.185463679,3.27220372,Professional_and_Related Service,"Professional, Technical_and_kindred",south
3484,8903,1983,11,5,no,hisp,yes,no,1.396912966,4.04270073,Professional_and_Related Service,Laborers_and_farmers,south
3485,8903,1984,11,6,no,hisp,yes,no,1.307852935,3.698224852,Professional_and_Related Service,"Professional, Technical_and_kindred",south
3486,8903,1985,11,7,no,hisp,yes,no,1.652713896,5.221130221,Professional_and_Related Service,Service_Workers,south
3487,8903,1986,11,8,no,hisp,yes,yes,1.158107549,3.183902191,Professional_and_Related Service,Service_Workers,south
3488,8903,1987,11,9,no,hisp,yes,no,0.459517091,1.583309207,Professional_and_Related Service,"Professional, Technical_and_kindred",south
3489,8908,1980,12,2,yes,hisp,no,no,1.241182909,3.459703558,Trade,Laborers_and_farmers,south
3490,8908,1981,12,3,yes,hisp,yes,no,1.271414085,3.565891473,Trade,Operatives_and_kindred,south
3491,8908,1982,12,4,no,hisp,yes,no,1.423654406,4.152266818,Trade,Laborers_and_farmers,south
3492,8908,1983,12,5,no,hisp,yes,no,1.160250549,3.190732611,Trade,"Managers, Officials_and_Proprietors",south
3493,8908,1984,12,6,no,hisp,yes,no,1.228116698,3.414792393,Trade,"Managers, Officials_and_Proprietors",south
3494,8908,1985,12,7,no,hisp,yes,no,1.383844032,3.990210683,Trade,"Managers, Officials_and_Proprietors",south
3495,8908,1986,12,8,yes,hisp,yes,no,1.149982141,3.158136508,Trade,"Managers, Officials_and_Proprietors",south
3496,8908,1987,12,9,yes,hisp,yes,no,1.156881908,3.180002261,Trade,"Managers, Officials_and_Proprietors",south
3497,8911,1980,12,4,no,hisp,no,no,1.047522,2.850578625,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
3498,8911,1981,12,5,yes,hisp,no,no,1.123930097,3.076923077,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
3499,8911,1982,12,6,yes,hisp,no,no,1.061894706,2.891844997,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
3500,8911,1983,12,7,no,hisp,no,no,0.926902393,2.52667041,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
3501,8911,1984,12,8,yes,hisp,no,no,1.050023826,2.857719204,Transportation,"Professional, Technical_and_kindred",south
3502,8911,1985,12,9,no,hisp,no,no,1.072814596,2.923596673,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
3503,8911,1986,12,10,yes,hisp,no,no,1.117285554,3.056546103,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
3504,8911,1987,12,11,no,hisp,no,no,1.11914158,3.0622244,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
3505,8917,1980,11,4,no,hisp,yes,no,1.556033924,4.739984775,Mining,Operatives_and_kindred,NA
3506,8917,1981,11,5,no,hisp,yes,no,2.00053308,7.392996109,Mining,Operatives_and_kindred,NA
3507,8917,1982,11,6,no,hisp,yes,no,1.585918937,4.883777202,Mining,Operatives_and_kindred,NA
3508,8917,1983,11,7,no,hisp,no,no,1.74036618,5.699430057,Mining,Operatives_and_kindred,NA
3509,8917,1984,11,8,no,hisp,no,no,1.866267521,6.464124111,Mining,Operatives_and_kindred,NA
3510,8917,1985,11,9,no,hisp,no,yes,2.133686557,8.445945946,Mining,Operatives_and_kindred,NA
3511,8917,1986,11,10,no,hisp,no,no,2.154777066,8.625966943,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
3512,8917,1987,11,11,no,hisp,no,no,1.93965786,6.956370514,Mining,Operatives_and_kindred,NA
3513,8991,1980,11,3,no,black,no,no,1.451502197,4.269523366,Trade,"Managers, Officials_and_Proprietors",south
3514,8991,1981,11,4,yes,black,no,no,2.276037165,9.738013699,Manufacturing,Operatives_and_kindred,south
3515,8991,1982,11,5,no,black,no,no,2.011175601,7.47209639,Manufacturing,Operatives_and_kindred,south
3516,8991,1983,11,6,yes,black,no,no,2.227178425,9.273662797,Manufacturing,Operatives_and_kindred,south
3517,8991,1984,11,7,no,black,no,no,2.205794528,9.077461,Manufacturing,"Craftsmen, Foremen_and_kindred",south
3518,8991,1985,11,8,no,black,no,no,2.207794529,9.095634096,Manufacturing,Operatives_and_kindred,south
3519,8991,1986,11,9,no,black,no,no,2.187726966,8.914926133,Manufacturing,Operatives_and_kindred,south
3520,8991,1987,11,10,yes,black,yes,no,2.074653025,7.961783439,Manufacturing,"Craftsmen, Foremen_and_kindred",south
3521,8997,1980,14,2,yes,black,no,no,1.81264268,6.126616746,Transportation,Laborers_and_farmers,south
3522,8997,1981,14,3,yes,black,no,no,1.967650136,7.153846154,Transportation,"Craftsmen, Foremen_and_kindred",south
3523,8997,1982,14,4,yes,black,no,no,2.068939801,7.91642568,Transportation,"Craftsmen, Foremen_and_kindred",south
3524,8997,1983,14,5,yes,black,no,no,2.210917905,9.124087592,Transportation,"Craftsmen, Foremen_and_kindred",south
3525,8997,1984,14,6,yes,black,no,no,2.343944867,10.42227004,Transportation,"Craftsmen, Foremen_and_kindred",south
3526,8997,1985,14,7,yes,black,no,no,2.309577223,10.07016632,Transportation,"Craftsmen, Foremen_and_kindred",south
3527,8997,1986,14,8,yes,black,no,no,2.38188298,10.82526745,Transportation,"Craftsmen, Foremen_and_kindred",south
3528,8997,1987,14,9,yes,black,no,no,2.28229239,9.799118079,Transportation,Clerical_and_kindred,south
3529,9014,1980,12,4,no,black,no,no,1.829710589,6.232082762,Professional_and_Related Service,Clerical_and_kindred,south
3530,9014,1981,12,5,no,black,no,no,1.483992004,4.410517387,Business_and_Repair_Service,Clerical_and_kindred,south
3531,9014,1982,12,6,no,black,no,no,1.460391145,4.30764411,Professional_and_Related Service,Clerical_and_kindred,south
3532,9014,1983,12,7,yes,black,no,no,1.412410208,4.105839416,Professional_and_Related Service,Clerical_and_kindred,south
3533,9014,1984,12,8,no,black,no,no,1.074813455,2.929446377,Professional_and_Related Service,Clerical_and_kindred,south
3534,9014,1985,12,9,no,black,no,no,1.720146034,5.585344057,Professional_and_Related Service,Clerical_and_kindred,south
3535,9014,1986,12,10,no,black,yes,no,2.174654884,8.799147872,Professional_and_Related Service,Clerical_and_kindred,south
3536,9014,1987,12,11,no,black,yes,no,1.812288761,6.1244488,Transportation,Clerical_and_kindred,south
3537,9015,1980,9,7,no,black,no,no,1.399805498,4.054411299,Trade,Clerical_and_kindred,south
3538,9015,1981,9,8,no,black,no,no,1.391406556,4.020501139,Trade,Laborers_and_farmers,south
3539,9015,1982,9,9,no,black,no,no,1.380151218,3.975502748,Trade,Clerical_and_kindred,south
3540,9015,1983,9,10,yes,black,yes,no,1.733837105,5.662339267,Trade,Laborers_and_farmers,south
3541,9015,1984,9,11,no,black,yes,no,1.556776997,4.74350824,Trade,Operatives_and_kindred,south
3542,9015,1985,9,12,no,black,yes,no,1.764922815,5.841121495,Trade,Clerical_and_kindred,south
3543,9015,1986,9,13,no,black,yes,no,1.673062566,5.328461597,Trade,Clerical_and_kindred,south
3544,9015,1987,9,14,yes,black,yes,no,1.301855678,3.676112024,Trade,Clerical_and_kindred,south
3545,9027,1980,12,3,no,other,no,no,1.579335569,4.851731098,Trade,"Managers, Officials_and_Proprietors",south
3546,9027,1981,12,4,no,other,no,no,1.600313005,4.954582989,Trade,"Managers, Officials_and_Proprietors",south
3547,9027,1982,12,5,no,other,no,no,2.400315073,11.02665004,Manufacturing,Operatives_and_kindred,NA
3548,9027,1983,12,6,yes,other,no,no,2.361105095,10.60266193,Manufacturing,Operatives_and_kindred,NA
3549,9027,1984,12,7,yes,other,no,no,2.273077391,9.709233993,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
3550,9027,1985,12,8,yes,other,no,yes,2.443347536,11.51151151,Manufacturing,Operatives_and_kindred,NA
3551,9027,1986,12,9,yes,other,no,yes,2.503426081,12.22430375,Manufacturing,Operatives_and_kindred,NA
3552,9027,1987,12,10,yes,other,no,no,2.309376524,10.06814545,Manufacturing,Operatives_and_kindred,NA
3553,9066,1980,11,1,yes,black,no,no,1.601883188,4.962368704,Trade,Service_Workers,south
3554,9066,1981,11,2,no,black,no,no,1.429397602,4.176182708,Entertainment,Service_Workers,south
3555,9066,1982,11,3,no,black,no,no,-1.216737146,0.296195033,Trade,Service_Workers,south
3556,9066,1983,11,4,no,black,no,no,1.106962771,3.025156336,Personal_Service,Service_Workers,south
3557,9066,1984,11,5,yes,black,no,no,1.246190789,3.477072795,Personal_Service,Service_Workers,south
3558,9066,1985,11,6,no,black,no,no,1.415846763,4.119973632,Personal_Service,Service_Workers,south
3559,9066,1986,11,7,no,black,no,no,1.668933172,5.306503651,Trade,Service_Workers,south
3560,9066,1987,11,8,yes,black,no,no,1.727523494,5.626702078,Trade,Service_Workers,south
3561,9082,1980,8,4,no,other,no,no,-0.073552461,0.929087404,Agricultural,Farm_Laborers_and_Foreman,NA
3562,9082,1981,8,5,no,other,no,no,1.293025891,3.64379562,Construction,Laborers_and_farmers,NA
3563,9082,1982,8,6,no,other,no,no,1.634413899,5.126452495,Construction,Laborers_and_farmers,NA
3564,9082,1983,8,7,no,other,yes,no,1.688525644,5.41149635,Construction,Laborers_and_farmers,NA
3565,9082,1984,8,8,no,other,yes,no,1.618007863,5.043033889,Construction,Laborers_and_farmers,NA
3566,9082,1985,8,9,no,other,no,no,1.514647348,4.547817048,Construction,"Craftsmen, Foremen_and_kindred",NA
3567,9082,1986,8,10,no,other,yes,no,1.468529108,4.342842588,Construction,"Craftsmen, Foremen_and_kindred",NA
3568,9082,1987,8,11,no,other,yes,no,1.706928245,5.51200392,Construction,Laborers_and_farmers,NA
3569,9131,1980,5,9,no,other,no,no,1.106828809,3.024751106,Construction,"Craftsmen, Foremen_and_kindred",NA
3570,9131,1981,5,10,no,other,yes,no,1.027746173,2.794759825,Construction,"Craftsmen, Foremen_and_kindred",NA
3571,9131,1982,5,11,no,other,yes,no,1.262565401,3.534477219,Construction,Laborers_and_farmers,NA
3572,9131,1983,5,12,no,other,yes,no,1.399987688,4.055150041,Construction,"Craftsmen, Foremen_and_kindred",NA
3573,9131,1984,5,13,no,other,yes,no,1.589569928,4.901640416,Construction,"Craftsmen, Foremen_and_kindred",NA
3574,9131,1985,5,14,no,other,yes,no,1.49183267,4.445234709,Construction,"Craftsmen, Foremen_and_kindred",NA
3575,9131,1986,5,15,no,other,yes,no,1.37351483,3.949207121,Construction,Laborers_and_farmers,NA
3576,9131,1987,5,16,no,other,yes,no,1.459467386,4.303666724,Construction,Laborers_and_farmers,NA
3577,9132,1980,6,7,no,other,yes,no,1.224856015,3.40367597,Construction,"Craftsmen, Foremen_and_kindred",NA
3578,9132,1981,6,8,no,other,yes,no,1.175223391,3.238866397,Construction,"Craftsmen, Foremen_and_kindred",NA
3579,9132,1982,6,9,no,other,yes,no,1.596673571,4.936583884,Construction,"Craftsmen, Foremen_and_kindred",NA
3580,9132,1983,6,10,no,other,yes,no,1.512974552,4.540215835,Construction,"Craftsmen, Foremen_and_kindred",NA
3581,9132,1984,6,11,no,other,yes,no,1.618007863,5.043033889,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
3582,9132,1985,6,12,no,other,yes,no,1.514647348,4.547817048,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
3583,9132,1986,6,13,no,other,yes,no,1.851254729,6.367804381,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
3584,9132,1987,6,14,yes,other,yes,no,1.861078925,6.430671239,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
3585,9154,1980,15,2,yes,other,no,no,2.563853662,12.98576376,Transportation,Service_Workers,NA
3586,9154,1981,15,3,yes,other,no,no,2.530633329,12.56145916,Transportation,Service_Workers,NA
3587,9154,1982,15,4,yes,other,no,no,2.170792597,8.76522858,Transportation,Service_Workers,NA
3588,9154,1983,15,5,yes,other,no,no,2.197422423,9.001780787,Transportation,Service_Workers,south
3589,9154,1984,15,6,yes,other,no,no,2.454636767,11.64220395,Manufacturing,Service_Workers,NA
3590,9154,1985,15,7,yes,other,no,no,2.069024035,7.917092542,Transportation,Service_Workers,NA
3591,9154,1986,15,8,no,other,no,no,2.428655949,11.34362542,Transportation,Service_Workers,south
3592,9154,1987,15,9,yes,other,no,no,2.602088703,13.49188918,Transportation,Service_Workers,south
3593,9158,1980,12,4,no,other,yes,no,1.501065687,4.486467692,Trade,Operatives_and_kindred,south
3594,9158,1981,12,5,no,other,yes,no,1.403628679,4.069941715,Trade,Operatives_and_kindred,south
3595,9158,1982,12,6,no,other,yes,no,1.058481733,2.881992033,Trade,"Managers, Officials_and_Proprietors",south
3596,9158,1983,12,7,no,other,yes,no,1.146991174,3.148704737,Trade,Operatives_and_kindred,south
3597,9158,1984,12,8,no,other,yes,no,1.171720761,3.227541689,Trade,Operatives_and_kindred,south
3598,9158,1985,12,9,no,other,yes,no,1.075348167,2.931013205,Trade,Operatives_and_kindred,south
3599,9158,1986,12,10,no,other,yes,no,1.077325469,2.936814437,Trade,Operatives_and_kindred,south
3600,9158,1987,12,11,no,other,yes,no,1.096668724,2.994174969,Trade,Operatives_and_kindred,south
3601,9184,1980,11,3,no,other,yes,no,1.304898723,3.687315634,Trade,Operatives_and_kindred,south
3602,9184,1981,11,4,no,other,yes,no,1.203972804,3.333333333,Trade,Operatives_and_kindred,south
3603,9184,1982,11,5,no,other,yes,no,1.285038257,3.614806246,Trade,Operatives_and_kindred,south
3604,9184,1983,11,6,no,other,no,no,1.173516347,3.233342225,Trade,Operatives_and_kindred,south
3605,9184,1984,11,7,no,other,yes,no,1.114524248,3.048117685,Trade,Clerical_and_kindred,south
3606,9184,1985,11,8,no,other,yes,no,1.140434784,3.128128128,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
3607,9184,1986,11,9,no,other,yes,no,1.371391331,3.940829881,Transportation,Operatives_and_kindred,south
3608,9184,1987,11,10,no,other,yes,no,2.094187831,8.118844418,Manufacturing,Sales_Workers,south
3609,9230,1980,11,1,no,black,no,no,1.090123421,2.974641184,Trade,Service_Workers,north_east
3610,9230,1981,11,2,no,black,no,no,0.896692374,2.451481103,Trade,Service_Workers,north_east
3611,9230,1982,11,3,no,black,no,no,0.802493406,2.23109703,Entertainment,Service_Workers,north_east
3612,9230,1983,11,4,no,black,no,no,1.684382987,5.389124746,Trade,Service_Workers,north_east
3613,9230,1984,11,5,no,black,no,no,1.164603293,3.204651322,Manufacturing,Clerical_and_kindred,north_east
3614,9230,1985,11,6,no,black,no,no,1.729596019,5.638375652,Trade,"Managers, Officials_and_Proprietors",north_east
3615,9230,1986,11,7,yes,black,no,no,1.946564909,7.004584819,Public_Administration,Service_Workers,north_east
3616,9230,1987,11,8,yes,black,no,no,2.074653025,7.961783439,Public_Administration,Service_Workers,north_east
3617,9265,1980,11,1,no,hisp,no,no,1.235728373,3.440883856,Trade,"Managers, Officials_and_Proprietors",north_east
3618,9265,1981,11,2,no,hisp,no,no,0.997636371,2.711864407,Trade,"Managers, Officials_and_Proprietors",north_east
3619,9265,1982,11,3,no,hisp,no,no,1.4504383,4.264983446,Manufacturing,"Professional, Technical_and_kindred",north_east
3620,9265,1983,11,4,yes,hisp,no,no,1.494705451,4.458023253,Manufacturing,"Craftsmen, Foremen_and_kindred",north_east
3621,9265,1984,11,5,no,hisp,no,no,1.94855364,7.018528916,Manufacturing,"Professional, Technical_and_kindred",north_east
3622,9265,1985,11,6,no,hisp,no,no,1.894669656,6.650351139,Manufacturing,"Professional, Technical_and_kindred",north_east
3623,9265,1986,11,7,no,hisp,no,no,2.256119056,9.545969811,Trade,"Professional, Technical_and_kindred",north_east
3624,9265,1987,11,8,no,hisp,no,no,2.266544033,9.64600686,Trade,"Craftsmen, Foremen_and_kindred",north_east
3625,9367,1980,11,2,no,black,no,no,0.931694477,2.538807486,Entertainment,"Professional, Technical_and_kindred",north_east
3626,9367,1981,11,3,no,black,no,no,0.791587253,2.206896552,Professional_and_Related Service,Service_Workers,north_east
3627,9367,1982,11,4,no,black,no,no,1.315070544,3.725013754,Professional_and_Related Service,"Managers, Officials_and_Proprietors",north_east
3628,9367,1983,11,5,no,black,no,no,1.437211887,4.208944431,Professional_and_Related Service,Clerical_and_kindred,north_east
3629,9367,1984,11,6,no,black,no,no,1.480092857,4.393353613,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",north_east
3630,9367,1985,11,7,no,black,no,no,1.678950399,5.359927235,Professional_and_Related Service,"Managers, Officials_and_Proprietors",north_east
3631,9367,1986,11,8,no,black,no,no,1.654086664,5.228302544,Business_and_Repair_Service,"Professional, Technical_and_kindred",north_east
3632,9367,1987,11,9,no,black,no,no,1.920502345,6.824385805,Business_and_Repair_Service,"Professional, Technical_and_kindred",north_east
3633,9390,1980,12,4,no,black,no,no,-0.887685475,0.411607327,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",north_east
3634,9390,1981,12,5,yes,black,no,no,1.981076592,7.250544662,Construction,Laborers_and_farmers,north_east
3635,9390,1982,12,6,yes,black,no,no,1.96635098,7.144558228,Construction,"Craftsmen, Foremen_and_kindred",north_east
3636,9390,1983,12,7,no,black,no,no,2.489866297,12.0596636,Construction,Laborers_and_farmers,north_east
3637,9390,1984,12,8,no,black,no,no,2.320027021,10.17594926,Construction,Laborers_and_farmers,north_east
3638,9390,1985,12,9,no,black,no,no,2.193790481,8.969146137,Construction,Laborers_and_farmers,north_east
3639,9390,1986,12,10,no,black,no,no,2.413879848,11.17724313,Construction,Laborers_and_farmers,north_east
3640,9390,1987,12,11,yes,black,no,no,2.191989732,8.953009491,Construction,"Craftsmen, Foremen_and_kindred",north_east
3641,9391,1980,11,3,no,black,no,no,1.32064708,3.745844454,Manufacturing,Operatives_and_kindred,north_east
3642,9391,1981,11,4,no,black,no,no,1.107580959,3.027027027,Professional_and_Related Service,Service_Workers,north_east
3643,9391,1982,11,5,no,black,no,no,1.758895456,5.806020844,Manufacturing,Clerical_and_kindred,north_east
3644,9391,1983,11,6,no,black,no,no,1.304936542,3.687455089,Trade,"Craftsmen, Foremen_and_kindred",north_east
3645,9391,1984,11,7,no,black,no,no,1.32075634,3.746253746,Construction,Laborers_and_farmers,north_east
3646,9391,1985,11,8,no,black,no,no,1.514647348,4.547817048,Construction,Laborers_and_farmers,north_east
3647,9391,1986,11,9,no,black,no,no,2.113618994,8.278145696,Construction,Operatives_and_kindred,north_east
3648,9391,1987,11,10,no,black,no,no,1.571355668,4.81316883,Construction,Operatives_and_kindred,north_east
3649,9418,1980,15,2,no,black,no,no,2.132865126,8.439011039,Manufacturing,"Professional, Technical_and_kindred",north_east
3650,9418,1981,15,3,no,black,no,no,2.146395677,8.553971487,Manufacturing,"Professional, Technical_and_kindred",north_east
3651,9418,1982,15,4,no,black,no,no,2.368899736,10.6856288,Manufacturing,"Professional, Technical_and_kindred",north_east
3652,9418,1983,15,5,no,black,yes,no,2.370011335,10.69751354,Manufacturing,"Professional, Technical_and_kindred",north_east
3653,9418,1984,15,6,no,black,yes,no,2.090276499,8.087150944,Manufacturing,"Professional, Technical_and_kindred",north_east
3654,9418,1985,15,7,no,black,yes,no,2.439650674,11.46903361,Manufacturing,"Professional, Technical_and_kindred",north_east
3655,9418,1986,15,8,no,black,yes,no,2.548255479,12.784781,Manufacturing,"Professional, Technical_and_kindred",north_east
3656,9418,1987,15,9,no,black,yes,no,2.754728124,15.71676731,Trade,"Professional, Technical_and_kindred",north_east
3657,9424,1980,12,3,yes,hisp,no,no,2.035786232,7.658270933,Manufacturing,Operatives_and_kindred,north_east
3658,9424,1981,12,4,yes,hisp,no,no,1.877701899,6.538461538,Manufacturing,"Craftsmen, Foremen_and_kindred",north_east
3659,9424,1982,12,5,no,hisp,no,no,1.872824922,6.506651243,Manufacturing,Operatives_and_kindred,north_east
3660,9424,1983,12,6,yes,hisp,no,no,1.897260346,6.66760247,Manufacturing,Clerical_and_kindred,north_east
3661,9424,1984,12,7,yes,hisp,no,no,1.905689936,6.724045186,Manufacturing,Clerical_and_kindred,north_east
3662,9424,1985,12,8,yes,hisp,no,no,1.896014905,6.659303535,Manufacturing,Operatives_and_kindred,north_east
3663,9424,1986,12,9,yes,hisp,no,no,2.347233845,10.45660509,Manufacturing,"Craftsmen, Foremen_and_kindred",north_east
3664,9424,1987,12,10,yes,hisp,yes,no,2.278748381,9.764451388,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
